Id,Predicted
22304581,47.222862
5409372,165.74797
23484328,78.66553
5816154,29.402693
13619661,124.92797
16648750,139.10052
19298911,61.711136
21593872,98.642044
23903189,94.61284
14024257,173.14491
25317793,46.938316
1479113,90.60019
13604994,81.11462
10475047,50.264236
2303583,228.52551
16050081,143.83014
27952152,26.22396
17152350,230.89882
19969420,117.283646
25101138,186.6733
10050847,61.12947
11888948,108.75823
2127713,85.598114
4948953,113.58703
6297613,87.548996
16679726,109.17053
9843826,261.4882
21422090,65.31825
18748170,89.17344
3826037,58.05211
840103,105.34245
13004741,60.556778
27018851,150.33798
9247923,149.16074
7808003,261.54062
915020,130.67546
19787716,122.323235
9318504,144.30498
15412415,119.251686
28302975,230.6855
24538208,116.76224
391948,79.48544
6607833,44.723976
8045421,244.59137
20904409,113.95702
25946172,68.27065
9512419,64.07833
26951357,98.253876
10338696,88.418
3352608,270.2863
28491822,93.38073
29630309,69.36343
20586035,42.119858
24390991,335.06506
29313136,164.20958
28127009,64.07586
26747409,31.79076
25292558,125.92975
10212686,61.05835
20741563,87.26282
4482783,100.795815
9464046,84.69408
635282,156.01878
9754751,172.5147
25816212,271.37167
21678001,134.7128
10318675,101.019875
6048412,288.97256
16027312,133.18771
23540017,90.8823
23545634,131.59427
24823077,29.029469
8989380,109.95961
27306234,108.83047
23355364,342.8746
21658519,297.15656
27967972,28.70678
28510269,64.4986
23002371,150.8174
7116670,81.40354
23875454,90.26681
3038614,238.98402
7205064,128.74179
16380258,101.16567
29382702,184.86981
16514808,41.95201
14710717,92.89582
14201811,81.78543
23291441,35.707176
21845154,169.40103
521522,92.0023
11491051,197.65431
13997415,168.2741
1645181,122.19954
6758846,142.34836
27901272,91.688614
18517584,135.32047
19911921,168.66196
13548101,88.86457
25995800,243.252
18754907,70.985214
13908291,229.86034
27964166,273.8355
10972514,131.94585
19698644,180.91342
29435698,171.5915
1637178,187.30508
8547691,104.476074
29052983,182.7792
259946,162.12788
17405775,60.108734
2660576,86.15052
7094539,203.34029
9831392,93.20772
8119018,82.12289
12070965,123.74232
27366434,171.00566
16122223,103.97064
28680576,77.0121
4756280,51.905785
11849017,205.60564
19981889,95.646454
6660373,62.3898
26258407,216.9013
17847644,92.12058
12604187,203.16524
11007370,422.93695
27975725,88.7126
9960135,61.688904
28182409,90.27978
16394193,67.25536
22885310,56.456753
3553679,122.59237
20228476,68.900566
25933116,140.81253
8052841,177.83386
7177958,110.4686
13378643,107.96641
2204397,133.55585
22866619,139.6261
12287479,95.846825
6759264,61.00614
26199962,184.4059
3531190,261.98434
15067291,58.358604
21343278,112.460236
23256946,64.82218
12346131,195.36244
12972320,389.01797
62230,92.39885
25262332,70.83192
19348233,67.40591
289995,97.009384
20786225,70.24608
28471411,449.08878
17269342,139.72168
15113377,92.108475
9572448,55.454613
6329973,163.56749
212544,133.02527
6956274,50.19185
7750282,80.938896
272706,132.8085
26893530,58.433975
16333699,65.29299
20540868,72.22999
1972126,391.49365
6937897,89.35611
6113839,231.4516
14851530,80.114044
17861841,44.16175
887292,220.2449
13258556,158.94121
6168663,92.72593
9280902,97.04405
258686,86.89262
17531493,106.790565
26000559,52.626083
23108981,282.02145
29458518,179.87003
26107882,563.6119
12547357,61.232677
19069915,217.6725
27520341,108.69066
12894048,56.26561
6845877,154.88512
28531920,265.8387
9347368,245.40024
22206760,88.346245
20799199,136.61621
14330038,138.22421
18655581,105.14046
29536152,495.71478
21827433,299.16888
28862785,150.23267
29680421,220.77208
19945974,114.73477
7748422,126.49903
14663344,209.53539
9733227,110.69212
19811020,187.48412
18720911,131.2517
11320246,124.2683
16667109,81.74043
27611223,77.39582
18511001,151.49779
6346456,185.15503
19455284,100.273705
13094250,76.66007
15917981,222.5626
4783674,91.074356
18777640,72.92332
893853,176.91159
26934498,148.5105
22278941,99.717155
21081172,454.50552
121473,179.37465
13771885,65.35355
19750474,131.3107
16869999,66.10991
23678832,121.3736
20744786,306.0455
27953850,60.385544
26497309,116.02253
12652964,84.5567
22232328,261.9002
24538544,196.87984
14894267,200.32127
9838523,68.724655
13300113,80.781815
21593823,159.85492
21121688,59.517242
22929942,111.548874
7265079,136.5735
13377443,43.716713
20073605,125.44057
7202612,75.08614
21476172,162.11247
12379298,138.10735
9825967,129.717
13959346,84.92619
302309,240.35547
19413670,104.85375
14332210,158.67688
16981845,225.42722
16630483,158.21603
3209980,98.0852
29410763,351.7115
20611,114.030525
19785676,87.13127
27544201,194.51082
21610552,84.159775
9487684,172.57248
2919885,109.34138
26420986,150.7512
27573342,281.56717
6986781,249.15736
20009122,107.50724
2730497,110.75773
16321789,129.27129
29521447,73.45491
5507371,87.34153
21516275,226.65892
22531031,54.22487
22016473,103.77464
28736154,81.7763
21367901,106.88424
19158672,239.79176
21921178,83.633934
19604307,166.77153
2641730,79.270874
19624565,351.9108
14175040,85.86714
9444819,331.69302
27857198,289.04343
13190121,373.58054
13868137,75.80441
17080093,121.08284
3827442,226.76215
19872862,80.44177
13145377,141.06909
22229817,175.9199
2107939,62.824684
682155,96.18917
3568596,70.37173
6261971,116.666504
6553661,109.073814
5545560,266.7833
24244827,133.54228
26549354,223.50018
21915201,534.4878
20149184,342.9631
22586473,154.05266
26828970,74.09406
11775127,171.46909
27237617,650.35596
14452731,87.83158
25168678,139.35934
22438519,120.69643
23502842,132.26146
21378123,87.72434
21631186,68.90638
20885420,143.11838
8186181,192.97972
24077483,89.01105
24779615,62.524193
24635562,68.41034
6576336,42.10939
21721898,206.30518
11148990,183.39914
19159503,55.44967
6923161,102.57073
24896533,85.947716
22971074,305.16177
28175959,84.2352
23917877,501.18784
27311481,219.32877
15984234,461.42908
27936839,77.13522
19861740,220.53423
5728014,137.44505
13733309,150.82382
27846079,160.12915
21568187,54.95334
9078739,73.931175
17477221,188.7709
5315955,170.30115
25475944,53.820984
3120723,137.81026
27053726,149.51682
24289926,119.27941
3387493,159.65349
29654002,139.09323
8107212,93.20917
12233692,69.55873
21736682,40.483917
9219472,119.71211
11165881,69.304344
24379887,138.78358
16368470,185.65942
7272453,155.3286
23614112,139.33847
23145289,213.74347
7742287,103.632675
11037023,82.3606
13308629,86.50806
22336905,685.0885
22401901,152.69463
16839686,116.154854
18988028,93.01829
6731373,46.193325
17795491,98.25388
28673212,173.91782
1763209,88.27859
10057826,150.09845
21825081,86.536766
18423707,212.88853
732700,199.87392
22768701,120.572914
27904840,707.3772
20296968,169.7012
22009072,103.12835
27248487,165.04199
20007899,113.11243
317905,98.226
8251228,31.162275
320128,106.29928
6849137,80.16785
22518038,160.25218
16123619,542.67487
15488128,89.37894
722464,145.65204
21813814,99.194595
27993666,66.434616
13654127,130.79478
27250504,57.432083
17940009,101.29318
413775,197.38548
23871290,68.5891
14023316,110.09032
11983644,68.56522
4739407,96.49749
15717865,60.561264
19194997,155.86478
26914676,218.68779
16673954,239.80046
21799470,45.071503
16311513,89.918846
13276680,105.003654
23109351,271.11252
21354840,189.87508
29359560,163.82414
14686954,63.74453
29057571,195.7903
11352664,103.04979
17314998,102.10561
24656108,170.20407
9312190,185.3404
18488058,106.71771
17813907,166.01317
15108887,56.005882
1914787,76.20351
25184175,193.84325
6423589,91.49941
3181834,1209.3064
14106099,156.41522
325429,189.72008
17925111,99.75995
29588587,92.14661
16323024,188.02457
4700265,90.74116
3913635,161.71277
22051355,95.08985
23608727,104.718346
1813829,105.21308
1984390,171.66869
29232781,134.81648
25777661,38.78224
14705110,173.85468
17515734,46.36743
26425874,76.03715
11190701,91.7666
19430305,90.43542
26423738,212.1306
10075145,259.2287
4063357,128.22626
2087663,122.15638
4126452,186.89417
1108309,92.27848
4891616,84.604774
25680422,126.85134
27926311,83.16831
21514852,59.66578
25346842,59.299747
22045554,75.450485
12964763,136.45126
9596708,293.24234
27464651,160.5807
13802195,106.79606
15928889,44.526245
3662827,223.84055
10040649,100.42221
5538720,80.215614
11435936,241.78873
25255024,190.40941
24366897,96.932434
12447273,96.38548
3168120,124.65785
26874727,55.998367
332525,137.57614
10015258,139.48206
27304971,107.69858
29186776,84.10526
13666116,89.88879
24044039,58.755615
20498653,57.402763
25266169,70.34067
21733997,90.31303
21264068,136.75998
19341760,118.36663
17329090,216.06744
23594177,215.40439
7480229,76.08341
22906559,70.55767
2210281,111.93761
2636762,103.758095
18476851,52.7763
18402568,55.069122
17297467,49.01573
13394,85.26413
17623200,437.0264
5040218,120.26149
466277,208.43353
24528299,79.95647
4824146,107.92035
7496203,58.22084
5613334,98.45237
20586070,300.5723
28543486,220.1013
29306568,263.376
3508355,83.91039
8423636,161.67374
4090748,137.07559
16893030,190.37427
11618854,52.77334
19356281,135.60263
18753406,125.71109
22615158,110.89157
11563821,179.91669
17147561,89.362564
9149435,139.47578
22705115,126.73399
13156126,268.15173
12776694,92.66611
6464070,83.98515
24287857,91.26928
8411164,156.75401
27610608,214.632
7637047,200.99817
23101845,90.65577
28312421,119.451065
16406680,260.16147
3369826,141.19882
23575358,188.1507
21289856,193.61356
25872636,624.3643
19327508,89.073555
14065821,254.03827
15534686,79.70378
15972733,126.24071
27057790,34.670868
2671926,153.37782
26739303,19.645779
27201257,102.73757
22065495,62.852806
15166520,47.256294
11739698,139.00978
17031720,117.628395
21746100,228.1663
21922407,144.32031
13938420,83.51091
2091367,80.48852
21736808,142.51552
21782833,328.10855
25834338,99.40945
16179120,111.779236
23062969,80.52837
19360201,109.719505
21344762,51.07057
13952319,118.122986
26608031,153.94992
3238355,97.47936
29149618,165.21825
829083,150.4768
15529123,164.36304
22020786,125.744965
9614760,93.63387
17941948,61.57366
19980048,226.72485
7025693,126.14746
25590511,200.65831
28437023,112.955986
22354348,313.41772
20815456,143.27383
26520935,42.084084
29238311,231.6695
16546876,65.55768
27579844,402.73773
28940279,87.15799
15491431,117.94119
9826081,46.933384
239733,74.97294
13876040,155.5622
21948983,116.84825
10115375,78.813934
22294102,155.15358
20874820,68.9902
3012871,131.64902
29652515,685.22705
15285181,65.66663
15248135,74.07298
9260616,105.40458
9403937,150.36964
19171773,81.655045
28894636,99.9793
25806336,65.32416
6347713,147.94766
20212025,89.645805
18721845,94.33603
16465690,129.51231
21633501,386.10114
4744487,157.63353
22706985,181.52353
22191760,152.05962
1251566,146.24
20933848,53.925995
25713663,56.517365
23480048,137.07039
23620518,171.89854
5334478,159.58907
21961462,138.13495
5936796,88.51547
4174115,372.61865
21636155,60.464203
4128428,186.74324
819893,62.909782
24521322,193.84325
13077370,93.795395
3686493,220.83336
15956772,55.028305
266146,158.92786
16081134,47.519295
22830328,126.98025
4717237,74.91414
1502018,77.676186
27951070,75.61089
13670376,230.8263
26598477,354.78708
272044,155.57825
4774658,82.28372
23516943,62.04486
16487559,79.156746
27136639,88.2409
1928570,107.15998
12917057,129.75885
21864747,98.76095
27778703,167.34529
12385794,289.7789
29504721,337.63535
6108021,140.22614
21604003,104.36345
11282788,69.60444
29751478,100.55799
25664429,79.61638
23513769,164.9336
10083580,90.31303
14639920,157.32947
15378469,31.991524
16614713,104.86177
17856672,143.99733
29543716,316.24515
6886371,165.86678
25516958,190.21655
20212707,108.0549
4454400,180.09688
21116651,147.95305
2521380,180.54807
12836502,125.91716
5825173,172.30714
27106892,329.44183
14952357,28.597853
8312148,263.53043
26306276,106.711205
3411815,79.14756
7859932,100.28003
24676554,129.08319
21594436,210.41118
9373167,108.16165
22419930,50.925285
27486387,137.54968
27584413,84.929596
16837628,97.408226
13426681,223.01436
23565268,252.78973
4198764,118.92004
27530069,248.6853
25871075,249.15872
22703920,52.11721
8795721,89.93454
3540722,118.83205
13711439,169.0244
9740264,124.58072
11261146,162.17534
5742795,125.2563
26866483,36.64393
21862079,153.73299
20476397,208.95453
3337808,728.07684
24049220,326.8718
26131183,76.61619
14446717,112.79959
15867800,86.31055
8666770,168.19376
16735848,46.812286
29480988,125.88051
24750367,45.883694
29058736,48.293755
29461095,138.76161
24495291,60.182434
23913344,214.57613
22400568,157.06084
26948963,77.95517
14320998,72.937744
28610673,78.14344
11438999,71.89494
9118945,59.71228
1461873,59.276062
13813731,74.12474
29413438,93.52417
26869596,136.8683
8405978,115.69857
995169,224.23509
9710117,105.93837
12359146,167.69847
8104879,82.14582
18194482,87.638725
9918963,121.99982
23840461,36.96659
9679720,68.480644
8751691,83.86638
975250,52.037735
4275729,131.3237
23219659,130.858
24101160,295.24686
8172864,84.327675
29706049,238.7093
22151092,78.60335
23360836,174.93388
3689140,198.28004
24041631,47.843536
1316961,136.68372
11873821,105.959915
3717427,166.82375
26033423,203.74881
2494739,135.12685
14660126,245.20589
21982618,64.4986
4865377,219.73793
12780475,87.610825
23024065,152.655
3272161,168.50139
16664273,107.40855
18209795,121.94766
19142273,53.648827
24582124,122.2822
8204305,141.72816
12869567,240.72128
2051675,65.481804
15127414,99.29942
4737392,136.70596
29569979,70.99814
26534723,96.30584
17456123,60.83737
4126676,144.89609
17464043,84.31071
24409829,143.51126
27572554,68.329285
767286,119.66969
26055709,76.99938
17118782,164.26976
5883159,211.24571
15219855,155.28342
6560165,209.12923
10017050,67.77967
24391676,584.2288
15562465,150.53
26438753,227.6713
23808715,133.72343
21967379,110.7288
25580113,526.1845
747316,182.0149
18358792,328.02863
21501622,106.34016
3465651,89.59874
22118980,82.79689
15378960,184.85774
23596011,88.06004
187979,198.8036
25451077,163.73456
20205846,86.178856
4753918,91.96218
64361,174.96886
13658407,139.97285
12342876,186.41829
21365379,168.96582
18267345,107.24074
21140951,354.6019
6258983,112.282104
28086391,89.98837
27261014,83.72639
9050105,220.71347
3376999,180.57922
28723300,188.19063
26098654,351.22928
13061064,118.71911
10635913,141.75578
6282629,113.20997
11514756,295.65332
22087030,322.24933
5006113,429.02512
11323125,95.243256
12009807,126.987656
8738438,370.58023
18501885,234.81975
20202971,156.45454
23508956,166.9476
25902370,356.5675
10156314,131.03923
29183445,217.84912
9825448,119.83217
22447855,165.15544
28732842,78.60817
19827778,99.26131
786727,132.0921
20257148,226.07166
16767867,129.5923
13575747,142.31567
19162441,115.11371
12389931,200.13614
20618578,79.10897
7221239,144.24167
3912794,78.92918
690553,191.4527
2254412,298.84567
6239753,59.55489
26847619,74.45033
8886910,144.00151
15806018,85.5759
13235951,116.48404
10342806,85.18693
19933967,144.58505
23714378,63.088593
21578513,48.71454
13859196,62.56041
925240,274.76978
9597258,53.219933
25287087,97.49902
5241757,173.74374
21929935,129.31808
21483653,71.7133
20958738,63.657715
10100474,134.95209
5003437,89.967155
9093032,54.406143
21770746,126.95352
559324,309.87875
23302260,192.13617
27466393,98.13767
3426028,116.31125
16533749,40.15825
4216435,122.15638
22777530,83.25619
24734792,95.17862
1520806,159.71191
22214594,164.9457
17669867,70.37331
3068852,125.077644
26810466,197.80763
26275643,205.1716
4077428,141.44353
23121375,141.8917
29209620,261.55124
19787770,41.15444
19016912,50.41683
22066635,229.15077
25127644,163.26833
3302932,409.74326
16163323,134.41858
22245972,74.03759
12950979,118.93576
11377233,39.260498
21934181,66.61447
20994326,54.09767
17192309,141.12036
659880,99.769775
22731353,201.51756
21947039,344.02597
29453891,64.35356
13709619,98.655685
15099149,67.05471
28603871,191.16566
3825437,169.0348
27490389,340.6324
14297224,175.80441
21609424,46.76149
28890259,127.20222
8887748,45.32331
28071460,89.00137
23808032,137.05208
16811364,48.426155
21484947,262.46494
19533966,233.50148
26553542,85.568886
12051116,140.91785
13019720,458.60886
9231257,99.51156
4694622,49.405106
28661064,155.47758
18448556,113.30117
13124737,206.01035
1392079,114.96567
16480673,227.95184
20900299,174.15933
15250168,205.04395
26828553,100.41683
15114265,78.626755
15799563,227.32744
4532989,113.943504
11015593,243.86774
18482729,184.87534
21794522,91.22183
29051411,224.70847
8304809,195.33615
20653520,50.732445
20801388,162.83685
23992091,268.25583
4470423,181.5071
12836808,194.33046
1966565,181.42139
24780380,202.57083
800918,140.06157
766814,160.84473
27636227,217.20518
3467744,111.283165
7966943,198.81213
314442,96.56463
26305529,135.85818
16113712,201.27711
23755278,57.91588
555206,113.67389
19454344,194.95757
4211510,43.077972
22227431,35.468056
25869449,107.113365
28457838,882.3048
24575257,144.07695
23550857,162.10242
20616492,143.36894
16309452,140.66997
11043970,120.24513
27761249,79.02257
18692321,155.15503
12404677,130.6559
27362309,58.706055
7858023,209.6307
25705191,94.3116
20033770,66.291405
29612248,105.92643
13137970,46.591034
14928336,51.187027
7986666,120.33076
10755640,77.587524
18314397,113.349625
22956809,111.84907
10018313,222.33694
24495238,60.341812
1734724,132.37108
19436446,64.41988
998312,102.26691
29630553,70.789764
9882147,66.06387
14827752,234.05005
9452124,122.96856
28987362,95.4737
12969014,137.86078
12170991,119.905365
16604442,147.13387
22453527,192.67424
18590415,280.18976
681805,65.68326
10575811,115.39674
24917792,38.70082
7901715,53.314392
4786818,70.22318
2888088,84.82157
24895943,160.97682
24965862,90.25172
21939486,180.00853
26329328,46.168762
23623969,103.445175
7086310,95.11669
9576278,85.74911
8993422,152.90787
6449002,189.21686
21972082,81.82365
21698837,69.30039
6601683,68.750435
4295108,84.681984
13208373,173.12595
20284711,122.72118
19472799,170.30077
16969156,218.53944
20604857,592.21967
15492561,129.8587
15478143,346.37274
12796391,159.52692
6822403,89.21456
17253106,112.66288
9410042,127.48199
18766657,364.77512
15816784,73.849884
19790601,819.5197
27914324,115.3733
23262857,126.96008
6538963,85.99136
6407534,132.98946
9096381,94.93043
29626161,57.722176
22986139,321.61115
21312495,179.59094
4581788,86.3611
638218,82.263824
17472887,220.324
24330034,254.42468
28329261,74.65609
26653712,285.24567
11585049,114.13026
28412831,164.75096
22376903,108.92374
5495026,21.815779
9596608,215.92274
17923165,159.1565
18153026,171.27188
21740278,120.69643
4687896,135.65353
4365765,82.21908
18430588,51.163612
1843891,171.60973
20264224,78.08914
4135674,255.91043
27237609,456.8891
10790350,82.19925
1303850,104.029236
22569493,106.260635
28344462,131.84077
25786000,169.45743
19521605,74.90179
8720488,59.843956
23078073,168.44005
4487846,240.78554
12706347,117.378784
3067093,186.12706
11553451,208.70763
15095408,106.81377
21884602,138.90741
21186066,364.79605
22085185,119.77536
29166232,146.81403
2432545,81.7685
22277333,86.13186
27929173,62.023327
13379635,146.01518
2066165,58.47686
13411367,104.80723
28520183,174.6891
1524711,185.3326
9819545,157.43922
18894445,127.22887
2139828,228.60796
11651283,148.89595
26639054,89.26938
4122050,187.4893
19999160,75.57054
22318742,110.62495
19349497,144.74733
1954429,141.01907
13282779,70.06717
24561950,55.19992
7966358,412.9132
13688249,119.94887
780858,103.52875
10540337,60.95491
21524324,428.0615
11755816,55.933968
10588692,145.03279
26594677,334.95972
12211625,25.101576
16996170,282.63156
18993379,661.157
17317366,246.25343
16485990,111.5012
19720270,123.138176
4705670,99.991806
19343326,97.82678
4439839,108.85933
26784754,50.82769
5692807,263.01505
19710742,81.64768
26663557,228.78383
9133645,131.2741
18957055,113.087105
23756498,81.04878
10068269,134.90048
20686134,102.23661
25085980,62.103325
9238214,76.28756
28431734,75.30242
27546132,101.270706
9003691,234.34225
23654584,56.4169
4359756,86.35713
26679556,114.009674
22462752,210.42525
2067166,142.32228
7348959,83.57271
15930495,178.6762
27337454,49.621254
19288313,180.56152
13540233,166.21324
14109365,111.690155
14313481,120.032
1476484,212.93623
26058246,53.70881
21475619,46.246113
26006344,136.42805
7796446,166.59631
27279953,73.55432
17417619,57.409958
18551084,105.990715
11227558,138.5229
22176782,65.4429
26465686,92.145004
6673638,115.61414
13443722,138.20218
257097,79.34081
5006114,80.83063
23306531,125.811615
17285548,267.99054
8337597,59.39077
784122,204.41208
18422285,961.4362
18750416,463.28943
7483853,76.46006
20207945,56.722427
25941191,80.51431
20845313,155.26103
10439129,155.32419
6609293,110.36734
7598279,93.16339
13515007,94.58674
17605729,133.56389
5940920,213.84702
10366041,151.47417
20618049,173.39894
9521009,100.92865
29412375,101.71502
24874467,111.57107
24188926,55.487816
18461296,164.22101
4821786,68.13157
29511701,118.93291
2135754,202.77928
28845345,211.92235
16734212,155.18878
24942175,252.541
833519,65.020195
21408586,58.37435
21898567,67.49095
13140389,100.65404
29152320,38.268826
11125166,34.453606
16140496,71.49485
23612811,65.725525
18752307,129.80556
11847014,206.07686
2578373,360.08173
8307946,223.2062
24592583,215.92282
20016493,660.3072
7174067,124.15552
23021573,389.32062
25512622,40.969574
13749509,152.5873
16085546,217.9121
29094342,61.01081
2838319,63.492836
3050544,152.84256
28567040,118.66764
13479511,138.71443
19907609,326.0842
665394,164.83948
28539077,56.88318
26743923,330.07162
8228217,66.90727
13573790,102.7615
21579325,199.69247
21770599,95.48486
19317831,82.24492
24899087,36.283913
21449126,155.92554
27779997,351.66345
20111316,105.103004
8881955,81.61896
20968000,212.11926
28792189,136.16614
14203693,121.95992
13444238,271.2516
7095783,168.37665
19181924,247.27324
13864224,197.27586
19196146,114.40843
28047244,317.53702
25341465,40.787437
24780796,79.09469
19569054,93.859825
24432685,42.37565
8422085,87.63107
22064879,130.45087
15050044,148.91814
28344821,88.79831
20124372,52.821114
28098799,208.04686
13973268,77.69179
23827761,191.56104
27523963,38.331238
21959552,177.17928
15495356,86.3467
18999147,79.71029
7913426,240.2081
13451379,52.852898
7949480,73.69247
10628495,137.10265
14926631,109.52018
4698079,138.59152
29213886,125.966576
15985264,52.253838
4623635,341.4425
22213508,235.82022
23974919,130.2358
16827715,110.47235
470498,135.70924
8213227,121.42009
8219648,66.9588
17343967,434.05743
17629529,60.899986
21851570,49.590836
9794825,227.73824
14199146,80.24125
16650612,161.36256
5849810,77.555504
9428221,207.82603
1818411,370.27777
1013648,245.63934
22302587,127.65315
26814523,542.0683
1186569,36.05771
20690781,201.95241
29221565,108.914154
28209194,271.49536
29681842,159.89479
13641995,80.6708
29416693,127.0714
14153178,193.5584
7355158,112.46835
18375815,68.07097
21871576,185.49902
13488308,170.37602
29257345,114.51766
16601841,39.735466
20743194,112.37567
29393457,179.31381
2237032,74.12339
13732215,76.833786
25616450,121.67458
13556488,97.584335
23135,124.50234
15833015,181.63591
22651901,135.9395
22629696,53.7313
26334004,203.27556
5581272,13.32942
15845077,96.206764
25743841,201.03513
19743260,64.04362
29392612,54.124023
28548195,71.83944
6016379,120.10862
23142952,68.01635
22946348,66.878784
24482313,96.07103
8105749,167.00302
9433234,663.664
21439269,98.3819
1970915,79.921646
23006296,215.98523
13495499,353.00333
20406982,97.61374
27986246,47.83914
26991846,284.0582
13617449,98.079414
21098980,131.1712
